date,account_id,currency,balance,inflow,outflow,net_flow,day_of_week,day_of_week_num,is_weekend,day_of_month,is_month_end,bank_name,account_type
2025-07-29,ACC-001,COP,2470395239.47,72568153.91,168998918.64,-96430764.72999999,Tuesday,1,0,29,0,Banco Aurora,operational
2025-07-30,ACC-001,COP,2522861795.1,79801588.64,27335033.02,52466555.620000005,Wednesday,2,0,30,0,Banco Aurora,operational
2025-07-31,ACC-001,COP,2561057900.46,38196105.36,0.0,38196105.36,Thursday,3,0,31,1,Banco Aurora,operational
2025-08-01,ACC-001,COP,2521994265.78,19967681.450000174,59031316.13,-39063634.67999983,Friday,4,0,1,0,Banco Aurora,operational
2025-08-02,ACC-001,COP,2462148299.46,80929851.46,140775817.77,-59845966.31000002,Saturday,5,1,2,0,Banco Aurora,operational
2025-08-03,ACC-001,COP,2406452814.16,0.0,55695485.31,-55695485.31,Sunday,6,1,3,0,Banco Aurora,operational
2025-08-04,ACC-001,COP,2310481007.65,9593087.16,105564893.66,-95971806.5,Monday,0,0,4,0,Banco Aurora,operational
2025-08-05,ACC-001,COP,801973222.1156787,61742599.81,0.0,61742599.81,Tuesday,1,0,5,0,Banco Aurora,operational
2025-08-06,ACC-001,COP,832981694.2488395,126219909.18,95211437.04683916,31008472.133160844,Wednesday,2,0,6,0,Banco Aurora,operational
2025-08-07,ACC-001,COP,842474607.1294748,40938695.93,30733776.14755878,10204919.782441221,Thursday,3,0,7,0,Banco Aurora,operational
2025-08-08,ACC-001,COP,817997060.9824734,33922148.53,252502841.6964693,-218580693.1664693,Friday,4,0,8,0,Banco Aurora,operational
2025-08-09,ACC-001,COP,2380998110.34,17548467.21,50737893.2,-33189425.990000002,Saturday,5,1,9,0,Banco Aurora,operational
2025-08-10,ACC-001,COP,2322024370.45,50115358.579999655,109089098.47,-58973739.89000034,Sunday,6,1,10,0,Banco Aurora,operational
2025-08-11,ACC-001,COP,2371786156.66,49761786.21,0.0,49761786.21,Monday,0,0,11,0,Banco Aurora,operational
2025-08-12,ACC-001,COP,2449978644.63,134434168.54,56241680.569999725,78192487.97000027,Tuesday,1,0,12,0,Banco Aurora,operational
2025-08-13,ACC-001,COP,2489865236.01,141767551.51,101880960.13,39886591.379999995,Wednesday,2,0,13,0,Banco Aurora,operational
2025-08-14,ACC-001,COP,2455012511.74,66533087.64,101385811.9,-34852724.260000005,Thursday,3,0,14,0,Banco Aurora,operational
2025-08-15,ACC-001,COP,2442371163.23,193394381.5,206035730.01,-12641348.50999999,Friday,4,0,15,0,Banco Aurora,operational
2025-08-16,ACC-001,COP,2434872506.25,33544816.05,41043473.03,-7498656.98,Saturday,5,1,16,0,Banco Aurora,operational
2025-08-17,ACC-001,COP,2529603665.57,94731159.31,0.0,94731159.31,Sunday,6,1,17,0,Banco Aurora,operational
2025-08-18,ACC-001,COP,2547243428.0,96951510.85,79311748.42,17639762.429999992,Monday,0,0,18,0,Banco Aurora,operational
2025-08-19,ACC-001,COP,2615208787.21,96407318.56,28441959.34,67965359.22,Tuesday,1,0,19,0,Banco Aurora,operational
2025-08-20,ACC-001,COP,2615208787.21,0.0,0.0,0.0,Wednesday,2,0,20,0,Banco Aurora,operational
2025-08-21,ACC-001,COP,2566911841.75,5401444.84,53698390.3,-48296945.45999999,Thursday,3,0,21,0,Banco Aurora,operational
2025-08-22,ACC-001,COP,2418645553.9,58192431.36,206458719.21,-148266287.85000002,Friday,4,0,22,0,Banco Aurora,operational
2025-08-23,ACC-001,COP,2514544449.22,95898895.32,0.0,95898895.32,Saturday,5,1,23,0,Banco Aurora,operational
2025-08-24,ACC-001,COP,2559981430.62,52032742.37,6595760.96,45436981.41,Sunday,6,1,24,0,Banco Aurora,operational
2025-08-25,ACC-001,COP,2524801558.61,58600289.3,93780161.31,-35179872.010000005,Monday,0,0,25,0,Banco Aurora,operational
2025-08-26,ACC-001,COP,2580248069.24,114826151.79,59379641.15,55446510.64000001,Tuesday,1,0,26,0,Banco Aurora,operational
2025-08-27,ACC-001,COP,2717374692.27,146032463.66,8905840.64,137126623.01999998,Wednesday,2,0,27,0,Banco Aurora,operational
2025-08-28,ACC-001,COP,2535899261.99,81951880.96,263427311.24,-181475430.28000003,Thursday,3,0,28,0,Banco Aurora,operational
2025-08-29,ACC-001,COP,2454107967.09,90219671.73,172010966.62,-81791294.89,Friday,4,0,29,0,Banco Aurora,operational
2025-08-30,ACC-001,COP,2422127448.26,35064305.57,67044824.4,-31980518.83,Saturday,5,1,30,0,Banco Aurora,operational
2025-08-31,ACC-001,COP,2427070064.95,25627126.04,20684509.34,4942616.699999999,Sunday,6,1,31,1,Banco Aurora,operational
2025-09-01,ACC-001,COP,2348810176.36,25515642.17,103775530.76,-78259888.59,Monday,0,0,1,0,Banco Aurora,operational
2025-09-02,ACC-001,COP,2255026741.21,20461824.9,114245260.05,-93783435.15,Tuesday,1,0,2,0,Banco Aurora,operational
2025-09-03,ACC-001,COP,2291037015.03,128834582.66,92824308.84,36010273.81999999,Wednesday,2,0,3,0,Banco Aurora,operational
2025-09-04,ACC-001,COP,2244058481.26,52335949.35,99314483.12,-46978533.77,Thursday,3,0,4,0,Banco Aurora,operational
2025-09-05,ACC-001,COP,2169767793.05,50004744.73,124295432.94,-74290688.21000001,Friday,4,0,5,0,Banco Aurora,operational
2025-09-06,ACC-001,COP,2160199516.76,0.0,9568276.289999962,-9568276.289999962,Saturday,5,1,6,0,Banco Aurora,operational
2025-09-07,ACC-001,COP,2160199516.76,0.0,0.0,0.0,Sunday,6,1,7,0,Banco Aurora,operational
2025-09-08,ACC-001,COP,2181190026.83,138461348.75,117470838.67,20990510.08,Monday,0,0,8,0,Banco Aurora,operational
2025-09-09,ACC-001,COP,2207392649.91,26202623.07,0.0,26202623.07,Tuesday,1,0,9,0,Banco Aurora,operational
2025-09-10,ACC-001,COP,2166748784.85,0.0,40643865.06,-40643865.06,Wednesday,2,0,10,0,Banco Aurora,operational
2025-09-11,ACC-001,COP,2269968945.27,196113245.71,92893085.28,103220160.43,Thursday,3,0,11,0,Banco Aurora,operational
2025-09-12,ACC-001,COP,2207280773.77,36343775.56,99031947.06,-62688171.5,Friday,4,0,12,0,Banco Aurora,operational
2025-09-13,ACC-001,COP,2195434483.42,0.0,11846290.35,-11846290.35,Saturday,5,1,13,0,Banco Aurora,operational
2025-09-14,ACC-001,COP,2203863751.19,31805120.67,23375852.89,8429267.780000001,Sunday,6,1,14,0,Banco Aurora,operational
2025-09-15,ACC-001,COP,2224037969.31,109686636.18,89512418.07,20174218.110000014,Monday,0,0,15,0,Banco Aurora,operational
2025-09-16,ACC-001,COP,2295023606.69,103880700.08,32895062.7,70985637.38,Tuesday,1,0,16,0,Banco Aurora,operational
2025-09-17,ACC-001,COP,2248485029.68,120363397.12,166901974.13,-46538577.00999999,Wednesday,2,0,17,0,Banco Aurora,operational
2025-09-18,ACC-001,COP,2239353152.66,12920384.1,22052261.13,-9131877.03,Thursday,3,0,18,0,Banco Aurora,operational
2025-09-19,ACC-001,COP,2320368936.97,141962916.2,60947131.89,81015784.30999999,Friday,4,0,19,0,Banco Aurora,operational
2025-09-20,ACC-001,COP,2425618383.58,109279016.02,4029569.41,105249446.61,Saturday,5,1,20,0,Banco Aurora,operational
2025-09-21,ACC-001,COP,2503939160.98,117342053.07,39021275.67,78320777.39999999,Sunday,6,1,21,0,Banco Aurora,operational
2025-09-22,ACC-001,COP,2417147045.98,91282906.41,178075021.41,-86792115.0,Monday,0,0,22,0,Banco Aurora,operational
2025-09-23,ACC-001,COP,2447322203.22,50653100.36,20477943.12,30175157.24,Tuesday,1,0,23,0,Banco Aurora,operational
2025-09-24,ACC-001,COP,2387307857.15,45975137.45,105989483.52,-60014346.06999999,Wednesday,2,0,24,0,Banco Aurora,operational
2025-09-25,ACC-001,COP,2272868023.36,0.0,114439833.78999996,-114439833.78999996,Thursday,3,0,25,0,Banco Aurora,operational
2025-09-26,ACC-001,COP,2172487717.48,37572138.21,137952444.08,-100380305.87,Friday,4,0,26,0,Banco Aurora,operational
2025-09-27,ACC-001,COP,2172487717.48,0.0,0.0,0.0,Saturday,5,1,27,0,Banco Aurora,operational
2025-01-01,ACC-002,USD,177214.43,0.0,2785.57,-2785.57,Wednesday,2,0,1,0,Banco Aurora,operational
2025-01-02,ACC-002,USD,178373.03,6194.23,5035.63,1158.5999999999995,Thursday,3,0,2,0,Banco Aurora,operational
2025-01-03,ACC-002,USD,177680.25,4447.28,5140.05,-692.7700000000004,Friday,4,0,3,0,Banco Aurora,operational
2025-01-04,ACC-002,USD,180535.18,2854.92,0.0,2854.92,Saturday,5,1,4,0,Banco Aurora,operational
2025-01-05,ACC-002,USD,180550.28,4718.65,4703.54,15.109999999999673,Sunday,6,1,5,0,Banco Aurora,operational
2025-01-06,ACC-002,USD,179569.91,6806.88,7787.25,-980.3699999999999,Monday,0,0,6,0,Banco Aurora,operational
2025-01-07,ACC-002,USD,172966.57,6451.65,13055.0,-6603.35,Tuesday,1,0,7,0,Banco Aurora,operational
2025-01-08,ACC-002,USD,173381.65,4887.71,4472.63,415.0799999999999,Wednesday,2,0,8,0,Banco Aurora,operational
2025-01-09,ACC-002,USD,174001.44,2588.49,1968.7,619.7899999999997,Thursday,3,0,9,0,Banco Aurora,operational
2025-01-10,ACC-002,USD,172415.68,889.25,2475.01,-1585.7600000000002,Friday,4,0,10,0,Banco Aurora,operational
2025-01-11,ACC-002,USD,170881.26,1825.26,3359.68,-1534.4199999999998,Saturday,5,1,11,0,Banco Aurora,operational
2025-01-12,ACC-002,USD,173106.62,2225.36,0.0,2225.36,Sunday,6,1,12,0,Banco Aurora,operational
2025-01-13,ACC-002,USD,173317.02,8309.76,8099.36,210.40000000000055,Monday,0,0,13,0,Banco Aurora,operational
2025-01-14,ACC-002,USD,174680.22,4646.12,3282.92,1363.1999999999998,Tuesday,1,0,14,0,Banco Aurora,operational
2025-01-15,ACC-002,USD,175590.15,7156.4,6246.47,909.9299999999994,Wednesday,2,0,15,0,Banco Aurora,operational
2025-01-16,ACC-002,USD,170392.16,182.17,5380.15,-5197.98,Thursday,3,0,16,0,Banco Aurora,operational
2025-01-17,ACC-002,USD,174010.37,6004.74,2386.53,3618.2099999999996,Friday,4,0,17,0,Banco Aurora,operational
2025-01-18,ACC-002,USD,176759.19,2748.82,0.0,2748.82,Saturday,5,1,18,0,Banco Aurora,operational
2025-01-19,ACC-002,USD,176929.72,6844.77,6674.25,170.52000000000044,Sunday,6,1,19,0,Banco Aurora,operational
2025-01-20,ACC-002,USD,174396.18,4414.34,6947.87,-2533.5299999999997,Monday,0,0,20,0,Banco Aurora,operational
2025-01-21,ACC-002,USD,172848.76,0.0,1547.43,-1547.43,Tuesday,1,0,21,0,Banco Aurora,operational
2025-01-22,ACC-002,USD,175193.81,4169.88,1824.82,2345.0600000000004,Wednesday,2,0,22,0,Banco Aurora,operational
2025-01-23,ACC-002,USD,170348.3,7758.97,12604.48,-4845.509999999999,Thursday,3,0,23,0,Banco Aurora,operational
2025-01-24,ACC-002,USD,168852.13,1101.76,2597.94,-1496.18,Friday,4,0,24,0,Banco Aurora,operational
2025-01-25,ACC-002,USD,164071.36,2821.34,7602.11,-4780.7699999999995,Saturday,5,1,25,0,Banco Aurora,operational
2025-01-26,ACC-002,USD,161154.05,0.0,2917.31,-2917.31,Sunday,6,1,26,0,Banco Aurora,operational
2025-01-27,ACC-002,USD,171858.86,10704.82,0.0,10704.82,Monday,0,0,27,0,Banco Aurora,operational
2025-01-28,ACC-002,USD,168567.9,752.5,4043.459999999992,-3290.959999999992,Tuesday,1,0,28,0,Banco Aurora,operational
2025-01-29,ACC-002,USD,163736.1,3301.9400000000114,8133.74,-4831.799999999988,Wednesday,2,0,29,0,Banco Aurora,operational
2025-01-30,ACC-002,USD,169439.55,5703.45,0.0,5703.45,Thursday,3,0,30,0,Banco Aurora,operational
2025-01-31,ACC-002,USD,172804.44999999998,6829.8,3464.91,3364.8900000000003,Friday,4,0,31,1,Banco Aurora,operational
2025-02-01,ACC-002,USD,179239.81,6478.26,42.9,6435.360000000001,Saturday,5,1,1,0,Banco Aurora,operational
2025-02-02,ACC-002,USD,175005.69,0.0,4234.12,-4234.12,Sunday,6,1,2,0,Banco Aurora,operational
2025-02-03,ACC-002,USD,175757.61,7920.5,7168.58,751.9200000000001,Monday,0,0,3,0,Banco Aurora,operational
2025-02-04,ACC-002,USD,168242.09,0.0,7515.52,-7515.52,Tuesday,1,0,4,0,Banco Aurora,operational
2025-02-05,ACC-002,USD,163633.66,1566.98,6175.409999999993,-4608.429999999993,Wednesday,2,0,5,0,Banco Aurora,operational
2025-02-06,ACC-002,USD,157186.31,249.59,6696.94,-6447.349999999999,Thursday,3,0,6,0,Banco Aurora,operational
2025-02-07,ACC-002,USD,158368.46,2179.86,997.71,1182.15,Friday,4,0,7,0,Banco Aurora,operational
2025-02-08,ACC-002,USD,159737.32,4161.35,2792.4899999999852,1368.8600000000151,Saturday,5,1,8,0,Banco Aurora,operational
2025-02-09,ACC-002,USD,153056.54,0.0,6680.79,-6680.79,Sunday,6,1,9,0,Banco Aurora,operational
2025-02-10,ACC-002,USD,151303.22999999998,3242.8,4996.110000000027,-1753.3100000000268,Monday,0,0,10,0,Banco Aurora,operational
2025-02-11,ACC-002,USD,153689.53,5352.85,2966.55,2386.3,Tuesday,1,0,11,0,Banco Aurora,operational
2025-02-12,ACC-002,USD,156470.05,6058.86,3278.34,2780.5199999999995,Wednesday,2,0,12,0,Banco Aurora,operational
2025-02-13,ACC-002,USD,150604.67,3405.92,9271.3,-5865.379999999999,Thursday,3,0,13,0,Banco Aurora,operational
2025-02-14,ACC-002,USD,151988.47,1383.8,0.0,1383.8,Friday,4,0,14,0,Banco Aurora,operational
2025-02-15,ACC-002,USD,149014.39,6720.74,9694.82,-2974.08,Saturday,5,1,15,0,Banco Aurora,operational
2025-02-16,ACC-002,USD,149594.74,580.35,0.0,580.35,Sunday,6,1,16,0,Banco Aurora,operational
2025-02-17,ACC-002,USD,149222.97,3558.91,3930.68,-371.77,Monday,0,0,17,0,Banco Aurora,operational
2025-02-18,ACC-002,USD,151680.56,3909.87,1452.27,2457.6,Tuesday,1,0,18,0,Banco Aurora,operational
2025-02-19,ACC-002,USD,151544.21,6308.58,6444.93,-136.35000000000036,Wednesday,2,0,19,0,Banco Aurora,operational
2025-02-20,ACC-002,USD,144592.57,16.96,6968.6,-6951.64,Thursday,3,0,20,0,Banco Aurora,operational
2025-02-21,ACC-002,USD,149742.16,10273.84,5124.25,5149.59,Friday,4,0,21,0,Banco Aurora,operational
2025-02-22,ACC-002,USD,149037.41,786.67,1491.42,-704.7500000000001,Saturday,5,1,22,0,Banco Aurora,operational
2025-02-23,ACC-002,USD,152659.78,3622.37,0.0,3622.37,Sunday,6,1,23,0,Banco Aurora,operational
2025-02-24,ACC-002,USD,154048.54,5081.71,3692.95,1388.7600000000002,Monday,0,0,24,0,Banco Aurora,operational
2025-02-25,ACC-002,USD,159970.16,10314.55,4392.93,5921.619999999999,Tuesday,1,0,25,0,Banco Aurora,operational
2025-02-26,ACC-002,USD,168517.78,10135.35,1587.73,8547.62,Wednesday,2,0,26,0,Banco Aurora,operational
2025-02-27,ACC-002,USD,169083.52,7034.81,6469.06,565.75,Thursday,3,0,27,0,Banco Aurora,operational
2025-02-28,ACC-002,USD,165206.63,2133.67,6010.57,-3876.8999999999996,Friday,4,0,28,1,Banco Aurora,operational
2025-03-01,ACC-002,USD,170150.64,5988.8,1044.79,4944.01,Saturday,5,1,1,0,Banco Aurora,operational
2025-03-02,ACC-002,USD,168032.47,0.0,2118.16,-2118.16,Sunday,6,1,2,0,Banco Aurora,operational
2025-03-03,ACC-002,USD,165814.17,2008.25,4226.55,-2218.3,Monday,0,0,3,0,Banco Aurora,operational
2025-03-04,ACC-002,USD,170518.03,4703.86,0.0,4703.86,Tuesday,1,0,4,0,Banco Aurora,operational
2025-03-05,ACC-002,USD,163417.43,0.0,7100.6,-7100.6,Wednesday,2,0,5,0,Banco Aurora,operational
2025-03-06,ACC-002,USD,166611.52,3194.1,0.0,3194.1,Thursday,3,0,6,0,Banco Aurora,operational
2025-03-07,ACC-002,USD,167985.98,7613.63,6239.17,1374.46,Friday,4,0,7,0,Banco Aurora,operational
2025-03-08,ACC-002,USD,167985.98,0.0,0.0,0.0,Saturday,5,1,8,0,Banco Aurora,operational
2025-03-09,ACC-002,USD,169485.95,4823.91,3323.94,1499.9699999999998,Sunday,6,1,9,0,Banco Aurora,operational
2025-03-10,ACC-002,USD,175799.01,13160.93,6847.87,6313.06,Monday,0,0,10,0,Banco Aurora,operational
2025-03-11,ACC-002,USD,177456.60053505414,6637.13,5038.65,1598.4800000000005,Tuesday,1,0,11,0,Banco Aurora,operational
2025-03-12,ACC-002,USD,177722.8,8219.8,7894.49,325.3099999999995,Wednesday,2,0,12,0,Banco Aurora,operational
2025-03-13,ACC-002,USD,183669.58,9780.89,3834.11,5946.779999999999,Thursday,3,0,13,0,Banco Aurora,operational
2025-03-14,ACC-002,USD,183462.75,3910.67,4117.49,-206.8199999999997,Friday,4,0,14,0,Banco Aurora,operational
2025-03-15,ACC-002,USD,180719.71,5103.21,7846.24,-2743.0299999999997,Saturday,5,1,15,0,Banco Aurora,operational
2025-03-16,ACC-002,USD,180452.01,510.21,777.91,-267.7,Sunday,6,1,16,0,Banco Aurora,operational
2025-03-17,ACC-002,USD,182111.58,6547.069999999978,4887.5,1659.5699999999779,Monday,0,0,17,0,Banco Aurora,operational
2025-03-18,ACC-002,USD,191042.53,8930.95,0.0,8930.95,Tuesday,1,0,18,0,Banco Aurora,operational
2025-03-19,ACC-002,USD,190491.23,2572.56,3123.87,-551.31,Wednesday,2,0,19,0,Banco Aurora,operational
2025-03-20,ACC-002,USD,188066.8,0.0,2424.43,-2424.43,Thursday,3,0,20,0,Banco Aurora,operational
2025-03-21,ACC-002,USD,42791.710285533954,2199.79,15140.59594560683,-12940.80594560683,Friday,4,0,21,0,Banco Aurora,operational
2025-03-22,ACC-002,USD,43919.723214013466,6338.14,4204.918593401913,2133.221406598087,Saturday,5,1,22,0,Banco Aurora,operational
2025-03-23,ACC-002,USD,43407.57777809724,0.0,6371.330313434236,-6371.330313434236,Sunday,6,1,23,0,Banco Aurora,operational
2025-03-24,ACC-002,USD,194893.21,9567.94,2342.25,7225.6900000000005,Monday,0,0,24,0,Banco Aurora,operational
2025-03-25,ACC-002,USD,188776.98,2297.5,8413.73,-6116.23,Tuesday,1,0,25,0,Banco Aurora,operational
2025-03-26,ACC-002,USD,185118.4,4826.89,8485.47,-3658.579999999999,Wednesday,2,0,26,0,Banco Aurora,operational
2025-03-27,ACC-002,USD,182099.82,5503.03,8521.61,-3018.580000000001,Thursday,3,0,27,0,Banco Aurora,operational
2025-03-28,ACC-002,USD,178009.88,1693.24,5783.18,-4089.9400000000005,Friday,4,0,28,0,Banco Aurora,operational
2025-03-29,ACC-002,USD,179395.9,1386.02,0.0,1386.02,Saturday,5,1,29,0,Banco Aurora,operational
2025-03-30,ACC-002,USD,174639.22,0.0,4756.68,-4756.68,Sunday,6,1,30,0,Banco Aurora,operational
2025-03-31,ACC-002,USD,176634.75,4013.38,2017.85,1995.5300000000002,Monday,0,0,31,1,Banco Aurora,operational
2025-04-01,ACC-002,USD,171956.76,4959.27,9637.26,-4677.99,Tuesday,1,0,1,0,Banco Aurora,operational
2025-04-02,ACC-002,USD,171601.29,0.0,355.47,-355.47,Wednesday,2,0,2,0,Banco Aurora,operational
2025-04-03,ACC-002,USD,163075.91,1980.67,10506.04,-8525.37,Thursday,3,0,3,0,Banco Aurora,operational
2025-04-04,ACC-002,USD,161168.81,5813.94,7721.05,-1907.1100000000006,Friday,4,0,4,0,Banco Aurora,operational
2025-04-05,ACC-002,USD,161218.2828150435,0.0,0.0,0.0,Saturday,5,1,5,0,Banco Aurora,operational
2025-04-06,ACC-002,USD,162295.5,3377.5,2250.8,1126.6999999999998,Sunday,6,1,6,0,Banco Aurora,operational
2025-04-07,ACC-002,USD,164361.23,6650.02,4584.29,2065.7300000000005,Monday,0,0,7,0,Banco Aurora,operational
2025-04-08,ACC-002,USD,164427.06,5845.16,5779.33,65.82999999999993,Tuesday,1,0,8,0,Banco Aurora,operational
2025-04-09,ACC-002,USD,164002.04,7490.53,7915.55,-425.02000000000044,Wednesday,2,0,9,0,Banco Aurora,operational
2025-04-10,ACC-002,USD,164002.04,0.0,0.0,0.0,Thursday,3,0,10,0,Banco Aurora,operational
2025-04-11,ACC-002,USD,163064.02,8205.83,9143.85,-938.0200000000004,Friday,4,0,11,0,Banco Aurora,operational
2025-04-12,ACC-002,USD,163064.02,0.0,0.0,0.0,Saturday,5,1,12,0,Banco Aurora,operational
2025-04-13,ACC-002,USD,160220.82,2279.75,5122.94,-2843.1899999999996,Sunday,6,1,13,0,Banco Aurora,operational
2025-04-14,ACC-002,USD,164006.19,10566.87,6781.5,3785.370000000001,Monday,0,0,14,0,Banco Aurora,operational
2025-04-15,ACC-002,USD,165388.48,3700.91,2318.62,1382.29,Tuesday,1,0,15,0,Banco Aurora,operational
2025-04-16,ACC-002,USD,166085.48,4999.53,4302.53,697.0,Wednesday,2,0,16,0,Banco Aurora,operational
2025-04-17,ACC-002,USD,155576.18,1610.8,12120.11,-10509.310000000001,Thursday,3,0,17,0,Banco Aurora,operational
2025-04-18,ACC-002,USD,157284.78,10221.88,8513.28,1708.5999999999985,Friday,4,0,18,0,Banco Aurora,operational
2025-04-19,ACC-002,USD,152581.9,0.0,4702.88,-4702.88,Saturday,5,1,19,0,Banco Aurora,operational
2025-04-20,ACC-002,USD,153061.25,3782.89,3303.54,479.3499999999999,Sunday,6,1,20,0,Banco Aurora,operational
2025-04-21,ACC-002,USD,154635.62,8417.34,6842.97,1574.37,Monday,0,0,21,0,Banco Aurora,operational
2025-04-22,ACC-002,USD,154645.24,6927.72,6918.11,9.610000000000582,Tuesday,1,0,22,0,Banco Aurora,operational
2025-04-23,ACC-002,USD,160338.63,5693.39,0.0,5693.39,Wednesday,2,0,23,0,Banco Aurora,operational
2025-04-24,ACC-002,USD,162069.69,5078.31,3347.25,1731.0600000000004,Thursday,3,0,24,0,Banco Aurora,operational
2025-04-25,ACC-002,USD,152145.64,713.62,10637.66,-9924.039999999999,Friday,4,0,25,0,Banco Aurora,operational
2025-04-26,ACC-002,USD,153149.12,7086.93,6083.45,1003.4800000000005,Saturday,5,1,26,0,Banco Aurora,operational
2025-04-27,ACC-002,USD,149671.38,2619.5,6097.25,-3477.75,Sunday,6,1,27,0,Banco Aurora,operational
2025-04-28,ACC-002,USD,148801.06,4526.22,5396.54,-870.3199999999997,Monday,0,0,28,0,Banco Aurora,operational
2025-04-29,ACC-002,USD,144067.81,1209.84,5943.09,-4733.25,Tuesday,1,0,29,0,Banco Aurora,operational
2025-04-30,ACC-002,USD,147707.07,4496.03,856.77,3639.2599999999998,Wednesday,2,0,30,1,Banco Aurora,operational
2025-05-01,ACC-002,USD,147495.94,4279.97,4491.09,-211.1199999999999,Thursday,3,0,1,0,Banco Aurora,operational
2025-05-02,ACC-002,USD,149865.75,9727.54,7357.73,2369.8100000000013,Friday,4,0,2,0,Banco Aurora,operational
2025-05-03,ACC-002,USD,149034.47,1832.69,2663.98,-831.29,Saturday,5,1,3,0,Banco Aurora,operational
2025-05-04,ACC-002,USD,149651.85,1920.2000000000046,1302.82,617.3800000000047,Sunday,6,1,4,0,Banco Aurora,operational
2025-05-05,ACC-002,USD,146564.91,1249.81,4336.76,-3086.9500000000003,Monday,0,0,5,0,Banco Aurora,operational
2025-05-06,ACC-002,USD,147749.79,2209.91,1025.03,1184.8799999999999,Tuesday,1,0,6,0,Banco Aurora,operational
2025-05-07,ACC-002,USD,147808.76,5943.15,5884.18,58.969999999999345,Wednesday,2,0,7,0,Banco Aurora,operational
2025-05-08,ACC-002,USD,143441.56,0.0,4367.2,-4367.2,Thursday,3,0,8,0,Banco Aurora,operational
2025-05-09,ACC-002,USD,142972.44,7159.75,7628.86,-469.1099999999997,Friday,4,0,9,0,Banco Aurora,operational
2025-05-10,ACC-002,USD,145680.12,4649.0,1941.32,2707.6800000000003,Saturday,5,1,10,0,Banco Aurora,operational
2025-05-11,ACC-002,USD,145680.12,0.0,0.0,0.0,Sunday,6,1,11,0,Banco Aurora,operational
2025-05-12,ACC-002,USD,145287.73,5374.45,5766.84,-392.3900000000003,Monday,0,0,12,0,Banco Aurora,operational
2025-05-13,ACC-002,USD,145541.55,8099.3,7845.48,253.82000000000062,Tuesday,1,0,13,0,Banco Aurora,operational
2025-05-14,ACC-002,USD,148487.25,3981.35,1035.66,2945.6899999999996,Wednesday,2,0,14,0,Banco Aurora,operational
2025-05-15,ACC-002,USD,146597.49,3506.95,5396.71,-1889.7600000000002,Thursday,3,0,15,0,Banco Aurora,operational
2025-05-16,ACC-002,USD,147406.15,3805.43,2996.76,808.6699999999996,Friday,4,0,16,0,Banco Aurora,operational
2025-05-17,ACC-002,USD,149519.49,2514.41,401.07,2113.3399999999997,Saturday,5,1,17,0,Banco Aurora,operational
2025-05-18,ACC-002,USD,146674.28,0.0,2845.21,-2845.21,Sunday,6,1,18,0,Banco Aurora,operational
2025-05-19,ACC-002,USD,144485.61,3220.99,5409.65,-2188.66,Monday,0,0,19,0,Banco Aurora,operational
2025-05-20,ACC-002,USD,148278.74,5124.05,1330.92,3793.13,Tuesday,1,0,20,0,Banco Aurora,operational
2025-05-21,ACC-002,USD,142291.19,3021.21,9008.75,-5987.54,Wednesday,2,0,21,0,Banco Aurora,operational
2025-05-22,ACC-002,USD,143252.86,961.66,0.0,961.66,Thursday,3,0,22,0,Banco Aurora,operational
2025-05-23,ACC-002,USD,138585.36,0.0,4667.49,-4667.49,Friday,4,0,23,0,Banco Aurora,operational
2025-05-24,ACC-002,USD,138886.17,1748.72,1447.91,300.80999999999995,Saturday,5,1,24,0,Banco Aurora,operational
2025-05-25,ACC-002,USD,143925.49,5039.32,0.0,5039.32,Sunday,6,1,25,0,Banco Aurora,operational
2025-05-26,ACC-002,USD,140282.72,5457.46,9100.23,-3642.7699999999995,Monday,0,0,26,0,Banco Aurora,operational
2025-05-27,ACC-002,USD,137903.6,1044.32,3423.44,-2379.12,Tuesday,1,0,27,0,Banco Aurora,operational
2025-05-28,ACC-002,USD,138017.93,2060.58,1946.24,114.33999999999992,Wednesday,2,0,28,0,Banco Aurora,operational
2025-05-29,ACC-002,USD,132900.93,3239.94,8356.95,-5117.01,Thursday,3,0,29,0,Banco Aurora,operational
2025-05-30,ACC-002,USD,138411.86,8870.84,3359.9,5510.9400000000005,Friday,4,0,30,0,Banco Aurora,operational
2025-05-31,ACC-002,USD,143476.31,6934.6,1870.16,5064.4400000000005,Saturday,5,1,31,1,Banco Aurora,operational
2025-06-01,ACC-002,USD,148661.51,6753.98,1568.77,5185.209999999999,Sunday,6,1,1,0,Banco Aurora,operational
2025-06-02,ACC-002,USD,147667.22,4849.51,5843.81,-994.3000000000002,Monday,0,0,2,0,Banco Aurora,operational
2025-06-03,ACC-002,USD,154245.99,13818.27,7239.49,6578.780000000001,Tuesday,1,0,3,0,Banco Aurora,operational
2025-06-04,ACC-002,USD,148766.36,2445.53,7925.15,-5479.619999999999,Wednesday,2,0,4,0,Banco Aurora,operational
2025-06-05,ACC-002,USD,148849.43,3386.42,3303.36,83.05999999999995,Thursday,3,0,5,0,Banco Aurora,operational
2025-06-06,ACC-002,USD,151164.08,7170.38,4855.72,2314.66,Friday,4,0,6,0,Banco Aurora,operational
2025-06-07,ACC-002,USD,151843.08,2656.18,1977.18,678.9999999999998,Saturday,5,1,7,0,Banco Aurora,operational
